Year,Month,Day,Hour,Temperature,Dew Point,Relative Humidity,Wind Speed,"
"
2014,6,22,19,21.6,10,47,11,
2014,6,22,20,20.6,9.3,48,11,
2014,6,22,21,20.1,9.5,50,8,
2014,6,22,22,19.2,9.2,52,10,
2014,6,22,23,18.6,8.4,51,7,
2014,6,23,0,18.4,8.5,52,8,
2014,6,23,1,17.7,8.9,56,5,
2014,6,23,2,17.5,8.7,56,7,
2014,6,23,3,17,8.8,58,4,
2014,6,23,4,15.5,9.5,67,11,
2014,6,23,5,15.5,9.5,67,7,
2014,6,23,6,17.7,10.7,63,7,
2014,6,23,7,19.5,11.6,60,8,
2014,6,23,8,20.7,11.5,55,13,
2014,6,23,9,21.5,11.7,53,14,
2014,6,23,10,22,12.4,54,14,
2014,6,23,11,21.8,12.5,55,17,
2014,6,23,12,21.7,12.9,57,10,
2014,6,23,13,23.3,15.5,61,8,
2014,6,23,14,24.4,15.5,57,10,
2014,6,23,15,24.8,16.7,60,10,
2014,6,23,16,23.4,15.3,60,10,
2014,6,23,17,19.9,14.8,72,20,
2014,6,23,18,18.3,15.8,85,7,
2014,6,23,19,18.9,15.4,80,9,
2014,6,23,20,19,15.9,82,5,
2014,6,23,21,19.5,16.2,81,9,
2014,6,23,22,19.2,17.2,88,12,
2014,6,23,23,19.6,16.7,83,5,
2014,6,24,0,20.1,16.4,79,4,
2014,6,24,1,19.7,16.2,80,7,
2014,6,24,2,19,15.9,82,3,
2014,6,24,3,18.7,16,84,5,
2014,6,24,4,18,16.4,90,6,
2014,6,24,5,17.5,16.4,93,8,
2014,6,24,6,17.8,16.8,94,9,
2014,6,24,7,18.5,17.4,93,8,
2014,6,24,8,20.1,18.4,90,7,
2014,6,24,9,21.3,19.1,87,7,
2014,6,24,10,23.9,19.9,78,14,
2014,6,24,11,25.2,20.1,73,16,
2014,6,24,12,25.4,20.7,75,12,
2014,6,24,13,27.3,20.3,65,16,
2014,6,24,14,27.8,20.8,65,14,
2014,6,24,15,27.9,20.4,63,34,
2014,6,24,16,21.8,20.1,90,21,
2014,6,24,17,23.2,20,82,8,
2014,6,24,18,22.9,20.5,86,10,
2014,6,24,19,22,20.7,92,9,
2014,6,24,20,21.9,20.7,93,8,
2014,6,24,21,21.9,20.7,93,5,
2014,6,24,22,21.3,20.1,93,6,
2014,6,24,23,20.7,19.9,95,7,
2014,6,25,0,20.7,19.6,93,8,
2014,6,25,1,20.4,19.1,92,6,
2014,6,25,2,20.1,19.1,94,12,
2014,6,25,3,19.6,18.6,94,13,
2014,6,25,4,19,18.2,95,11,
2014,6,25,5,19.1,18,93,10,
2014,6,25,6,19.3,18,92,12,
2014,6,25,7,19.7,17.9,89,9,
2014,6,25,8,19.9,18.1,89,11,
2014,6,25,9,20.1,17.7,86,8,
2014,6,25,10,20.6,18.2,86,9,
2014,6,25,11,21.4,18.6,84,10,
2014,6,25,12,22.7,19.1,80,12,
2014,6,25,13,22,19,83,10,
2014,6,25,14,22,18.8,82,10,
2014,6,25,15,22.5,19.3,82,16,
2014,6,25,16,22.3,18.7,80,10,
2014,6,25,17,21,18.6,86,9,
2014,6,25,18,20,19.2,95,5,
2014,6,25,19,19.9,18.8,93,9,
2014,6,25,20,19.8,18.7,93,3,
2014,6,25,21,19.5,17.7,89,16,
2014,6,25,22,19.2,18.1,93,7,
2014,6,25,23,19.2,17.7,91,7,
2014,6,26,0,18.6,17.3,92,13,
2014,6,26,1,18.4,16.9,91,15,
2014,6,26,2,18.5,16.9,90,18,
2014,6,26,3,18.5,16.7,89,17,
2014,6,26,4,18.3,16.5,89,13,
2014,6,26,5,18.2,16.2,88,14,
2014,6,26,6,18.2,15.9,86,18,
2014,6,26,7,19.2,15.9,81,19,
2014,6,26,8,20.8,15.9,73,17,
2014,6,26,9,22.5,15.9,66,13,
2014,6,26,10,24.1,15.5,58,10,
2014,6,26,11,25,13.4,48,15,
2014,6,26,12,25.6,14.6,50,15,
2014,6,26,13,26.2,14.5,48,14,
2014,6,26,14,25,15.2,54,14,
2014,6,26,15,25.5,14.5,50,7,
2014,6,26,16,25.3,14.3,50,9,
2014,6,26,17,24.9,13,47,12,
2014,6,26,18,24.6,12.4,46,7,
2014,6,26,19,24.2,12.4,47,7,
2014,6,26,20,23.9,12.7,49,3,
2014,6,26,21,21.9,12.3,54,16,
2014,6,26,22,20.7,11.7,56,14,
2014,6,26,23,19.3,10.4,56,12,
2014,6,27,0,19,9.9,55,11,
2014,6,27,1,18.4,9.8,57,11,
2014,6,27,2,17.7,10.4,62,8,
2014,6,27,3,17.1,9.6,61,6,
2014,6,27,4,17.2,9.2,59,12,
2014,6,27,5,16.6,8.9,60,9,
2014,6,27,6,18.2,9.4,56,9,
2014,6,27,7,19.9,10.4,54,7,
2014,6,27,8,22.1,11.6,51,4,
2014,6,27,9,23.6,13,51,7,
2014,6,27,10,24.3,14.6,54,10,
2014,6,27,11,25.5,16.5,57,9,
2014,6,27,12,25.8,14.2,48,16,
2014,6,27,13,26,14,47,12,
2014,6,27,14,26.4,15,49,18,
2014,6,27,15,26.8,15.4,49,11,
2014,6,27,16,27,14.3,45,15,
2014,6,27,17,26.5,13.5,44,15,
2014,6,27,18,25.2,13.6,48,17,
2014,6,27,19,24.6,13.4,49,10,
2014,6,27,20,23.3,12.8,51,10,
2014,6,27,21,22.5,12.6,53,8,
2014,6,27,22,22.2,9.5,44,11,
2014,6,27,23,21.5,10.8,50,6,
2014,6,28,0,21.1,11.8,55,4,
2014,6,28,1,20.8,12.6,59,6,
2014,6,28,2,19.4,13,66,9,
2014,6,28,3,18.9,13.4,70,9,
2014,6,28,4,19.1,13.1,68,7,
2014,6,28,5,19.1,12.9,67,4,
2014,6,28,6,20,13.6,66,7,
2014,6,28,7,21.5,14,62,8,
2014,6,28,8,23.2,15.6,62,6,
2014,6,28,9,24.3,17.2,64,9,
2014,6,28,10,24.7,17.6,64,11,
2014,6,28,11,25.3,18.1,64,14,
2014,6,28,12,26.3,19.1,64,12,
2014,6,28,13,27.2,20.2,65,9,
2014,6,28,14,28.1,20.3,62,15,
2014,6,28,15,28.2,19.9,60,16,
2014,6,28,16,27.5,19.5,61,16,
2014,6,28,17,27,19.5,63,19,
2014,6,28,18,26.3,19.1,64,15,
2014,6,28,19,25.5,17.8,62,14,
2014,6,28,20,24.7,17.3,63,11,
2014,6,28,21,23.8,17.4,67,8,
2014,6,28,22,23,17.6,71,5,
2014,6,28,23,22.6,17.6,73,5,
2014,6,29,0,21.5,17.6,78,9,
2014,6,29,1,21.9,17.8,77,3,
2014,6,29,2,21.3,17.8,80,6,
2014,6,29,3,20.5,17.6,83,5,
2014,6,29,4,20.4,17.8,85,6,
2014,6,29,5,20.5,18.1,86,5,
2014,6,29,6,21,18.8,87,7,
2014,6,29,7,22.9,19.7,82,9,
2014,6,29,8,24.3,20.7,80,10,
2014,6,29,9,26.5,21.2,72,13,
2014,6,29,10,27.6,22,71,16,
2014,6,29,11,27.4,21.1,68,21,
2014,6,29,12,28.5,21.4,65,22,
2014,6,29,13,28.5,21.4,65,22,
2014,6,29,14,28.8,21,62,21,
2014,6,29,15,28.4,21.8,67,13,
2014,6,29,16,29.5,21.4,61,21,
2014,6,29,17,30.2,20.7,56,25,
2014,6,29,18,28.5,20.7,62,19,
2014,6,29,19,28.1,20.8,64,22,
2014,6,29,20,26,20.7,72,10,
2014,6,29,21,24.2,19.6,75,14,
2014,6,29,22,23.3,19.9,81,13,
2014,6,29,23,23,20.6,86,13,
2014,6,30,0,22.4,20.7,90,13,
2014,6,30,1,22.2,20.5,90,9,
2014,6,30,2,22.2,20.5,90,14,
2014,6,30,3,21.9,20.2,90,10,
2014,6,30,4,21.8,20.3,91,9,
2014,6,30,5,21.8,20.1,90,9,
2014,6,30,6,22.2,20.2,88,8,
2014,6,30,7,22.8,20.6,87,10,
2014,6,30,8,23.4,20.8,85,13,
2014,6,30,9,24.3,21.5,84,8,
2014,6,30,10,25.6,21.8,79,16,
2014,6,30,11,27.7,22.8,74,21,
2014,6,30,12,28.4,22.3,69,27,
2014,6,30,13,28.6,21.8,66,24,
2014,6,30,14,30.3,21,57,27,
2014,6,30,15,29.5,20.8,59,27,
2014,6,30,16,29.4,21,60,29,
2014,6,30,17,30.3,20.5,55,31,
2014,6,30,18,29.2,20.8,60,29,
2014,6,30,19,29,20.9,61,28,
2014,6,30,20,28.3,21,64,18,
2014,6,30,21,27.6,20.8,66,14,
2014,6,30,22,27.2,20.7,67,19,
2014,6,30,23,26.5,20.7,70,18,
2014,7,1,0,26.2,20.6,71,16,
2014,7,1,1,25.5,20.6,74,14,
2014,7,1,2,25.1,20.7,76,14,
2014,7,1,3,24.9,20.9,78,18,
2014,7,1,4,24,20.8,82,9,
2014,7,1,5,24.4,21,81,19,
2014,7,1,6,24.7,21.3,81,18,
2014,7,1,7,23.7,20.9,84,19,
2014,7,1,8,25.9,21.6,77,27,
2014,7,1,9,24.3,22.4,89,33,
2014,7,1,10,27.4,23.3,78,23,
2014,7,1,11,28.1,20,61,26,
2014,7,1,12,28.7,20.1,59,32,
2014,7,1,13,29,19.2,55,29,
2014,7,1,14,27.9,19.3,59,34,
2014,7,1,15,28.3,18.9,56,29,
2014,7,1,16,28.3,18.6,55,23,
2014,7,1,17,27.8,18.1,55,23,
2014,7,1,18,27.1,17.2,54,30,
2014,7,1,19,26.6,18.1,59,24,
2014,7,1,20,25.7,19.7,69,20,
2014,7,1,21,25.3,19.3,69,14,
2014,7,1,22,24.7,19,70,15,
2014,7,1,23,22.9,18.9,78,10,
2014,7,2,0,22.9,18.9,78,11,
2014,7,2,1,22,18.7,81,7,
2014,7,2,2,22,17.9,77,11,
2014,7,2,3,21.5,17.8,79,9,
2014,7,2,4,21.2,17.7,80,9,
2014,7,2,5,20.8,17.7,82,6,
2014,7,2,6,22,18.1,78,11,
2014,7,2,7,22.7,17.5,72,12,
2014,7,2,8,23.7,17.6,68,16,
2014,7,2,9,25,17.7,63,19,
2014,7,2,10,27.1,17.7,56,25,
2014,7,2,11,26.7,17.6,57,17,
2014,7,2,12,28.1,17.8,53,19,
2014,7,2,13,29.6,16.7,45,28,
2014,7,2,14,28.3,15.8,46,31,
2014,7,2,15,22.5,19.1,81,42,
2014,7,2,16,22.3,17.3,73,28,
2014,7,2,17,24.4,17.3,64,16,
2014,7,2,18,24.9,17.3,62,22,
2014,7,2,19,23.5,17.4,68,20,
2014,7,2,20,22.2,16.6,70,12,
2014,7,2,21,22,16.2,69,18,
2014,7,2,22,21,15.6,71,16,
2014,7,2,23,19.7,15.2,75,20,
2014,7,3,0,17.9,15,83,9,
2014,7,3,1,18,14,77,18,
2014,7,3,2,16.7,11.7,72,17,
2014,7,3,3,16.3,10.9,70,17,
2014,7,3,4,15.8,10.6,71,8,
2014,7,3,5,15.9,9.6,66,11,
2014,7,3,6,16.3,9.8,65,8,
2014,7,3,7,17.8,10,60,9,
2014,7,3,8,18.8,10.5,58,2,
2014,7,3,9,19.6,11.7,60,10,
2014,7,3,10,20.9,10.8,52,14,
2014,7,3,11,21.7,12.9,57,7,
2014,7,3,12,20.4,14.4,68,13,
2014,7,3,13,20.5,14.7,69,9,
2014,7,3,14,22.9,15.4,62,10,
2014,7,3,15,20.2,14.2,68,35,
2014,7,3,16,19.6,13.2,66,28,
2014,7,3,17,18.4,12.7,69,28,
2014,7,3,18,17,12,72,27,
2014,7,3,19,16.8,11.6,71,25,
2014,7,3,20,16,10.4,69,27,
2014,7,3,21,15.6,10,69,29,
2014,7,3,22,14.8,9.7,71,28,
2014,7,3,23,13.8,10.3,79,26,
2014,7,4,0,13,9.7,80,29,
2014,7,4,1,12.6,9.5,81,21,
2014,7,4,2,12.2,9.3,82,17,
2014,7,4,3,12.2,8.9,80,21,
2014,7,4,4,12.3,8.4,77,24,
2014,7,4,5,12.2,8.5,78,21,
2014,7,4,6,13.4,8.7,73,19,
2014,7,4,7,15.4,8.9,65,20,
2014,7,4,8,17.9,8,52,26,
2014,7,4,9,18.9,8.1,49,17,
2014,7,4,10,20.5,8.9,47,25,
2014,7,4,11,20.7,9.7,49,17,
2014,7,4,12,22,9.4,44,14,
2014,7,4,13,22.7,6.6,35,18,
2014,7,4,14,21.6,8,41,24,
2014,7,4,15,23,8.9,40,22,
2014,7,4,16,23.5,5.1,30,24,
2014,7,4,17,22.6,6.1,34,23,
2014,7,4,18,22.5,6.5,35,26,
2014,7,4,19,21.3,5,34,26,
2014,7,4,20,19.8,5.6,39,16,
2014,7,4,21,19.1,6.4,43,15,
2014,7,4,22,17.8,7.4,50,17,
2014,7,4,23,15,7.1,59,10,
2014,7,5,0,15.2,6.8,57,13,
2014,7,5,1,14.7,6.6,58,13,
2014,7,5,2,14.4,6.3,58,14,
2014,7,5,3,13.6,6.8,63,12,
2014,7,5,4,13.7,6.6,62,12,
2014,7,5,5,13.9,6.6,61,16,
2014,7,5,6,16.1,6.9,54,14,
2014,7,5,7,18.6,7.8,49,15,
2014,7,5,8,21.2,8.3,43,19,
2014,7,5,9,22.5,9.1,42,16,
2014,7,5,10,24,9.4,39,17,
2014,7,5,11,25.2,5.6,28,14,
2014,7,5,12,26,7.3,30,22,
2014,7,5,13,26.5,7.8,30,28,
2014,7,5,14,26.5,7.3,29,26,
2014,7,5,15,26.6,6.9,28,27,
2014,7,5,16,26.7,9.3,33,25,
2014,7,5,17,26.6,7.9,30,28,
2014,7,5,18,25.5,7.4,31,26,
2014,7,5,19,24.6,7.9,34,19,
2014,7,5,20,22.1,8.8,42,13,
2014,7,5,21,21.6,10.9,50,17,
2014,7,5,22,20.5,10.4,52,17,
2014,7,5,23,19,10.4,57,14,
2014,7,6,0,17.8,10.5,62,14,
2014,7,6,1,17,10.7,66,18,
2014,7,6,2,16.7,10.4,66,16,
2014,7,6,3,16.8,10.7,67,18,
2014,7,6,4,16,11,72,14,
2014,7,6,5,16.2,11.6,74,12,
2014,7,6,6,17.7,12.9,73,8,
2014,7,6,7,20.2,14.6,70,20,
2014,7,6,8,22.4,14.1,59,18,
2014,7,6,9,24.2,13.9,52,21,
2014,7,6,10,25.6,13.3,46,24,
2014,7,6,11,26,13,44,21,
2014,7,6,12,26.4,13,43,29,
2014,7,6,13,27.1,14,44,31,
2014,7,6,14,27.3,13.1,41,27,
2014,7,6,15,26.3,13.6,45,35,
2014,7,6,16,26.8,13.4,43,27,
2014,7,6,17,26,13.7,46,30,
2014,7,6,18,26.3,12.6,42,34,
2014,7,6,19,24.9,11.3,42,35,
2014,7,6,20,24.4,12.9,48,26,
2014,7,6,21,23.9,13.3,51,27,
2014,7,6,22,23.4,14.3,56,23,
2014,7,6,23,22.9,15.1,61,20,
2014,7,7,0,22.7,15.9,65,19,
2014,7,7,1,21.2,15.4,69,10,
2014,7,7,2,22,16.6,71,12,
2014,7,7,3,20,18.3,90,18,
2014,7,7,4,19.9,18.8,93,17,
2014,7,7,5,20.1,19,93,23,
2014,7,7,6,20.6,19.5,93,12,
2014,7,7,7,20.9,19.6,92,11,
2014,7,7,8,22,19.2,84,9,
2014,7,7,9,21.9,19.3,85,22,
2014,7,7,10,22.1,18.9,82,27,
2014,7,7,11,23.1,19.9,82,19,
2014,7,7,12,24.2,20.6,80,24,
2014,7,7,13,26.9,21.1,70,26,
2014,7,7,14,26.8,19.3,63,32,
2014,7,7,15,28.2,20.1,61,22,
2014,7,7,16,28.4,18.4,54,30,
2014,7,7,17,28.4,17.5,51,30,
2014,7,7,18,27.4,16.9,52,23,
2014,7,7,19,26.8,16,51,13,
2014,7,7,20,24.8,16.4,59,13,
2014,7,7,21,23.5,16.7,65,13,
2014,7,7,22,23.1,19.9,82,16,
2014,7,7,23,22.3,19.7,85,11,
2014,7,8,0,21.6,19.2,86,12,
2014,7,8,1,21.4,19,86,8,
2014,7,8,2,20.8,18.8,88,5,
2014,7,8,3,20.4,18.7,90,6,
2014,7,8,4,19.5,18.2,92,9,
2014,7,8,5,19.9,18.2,90,11,
2014,7,8,6,20.2,18.2,88,16,
2014,7,8,7,21.3,18.2,82,11,
2014,7,8,8,23.4,19,76,12,
2014,7,8,9,23.9,19.5,76,12,
2014,7,8,10,24.3,20.1,77,17,
2014,7,8,11,24.2,19.8,76,17,
2014,7,8,12,22.8,20.8,88,14,
2014,7,8,13,21.7,20.5,93,18,
2014,7,8,14,21.5,19.1,86,33,
2014,7,8,15,18.6,16.3,86,20,
2014,7,8,16,21.6,16.4,72,18,
2014,7,8,17,23.7,16.9,65,22,
2014,7,8,18,21.8,17.5,76,26,
2014,7,8,19,22.2,17.2,73,25,
2014,7,8,20,20.7,16,74,32,
2014,7,8,21,17.1,13.1,77,38,
2014,7,8,22,16.5,12.7,78,27,
2014,7,8,23,16.3,12.7,79,23,
2014,7,9,0,15.6,12.9,84,17,
2014,7,9,1,15.7,13,84,22,
2014,7,9,2,15.7,13.2,85,22,
2014,7,9,3,15.8,13.1,84,22,
2014,7,9,4,15.2,12.4,83,19,
2014,7,9,5,15,11.8,81,23,
2014,7,9,6,15.8,11.6,76,23,
2014,7,9,7,16.9,11.7,71,26,
2014,7,9,8,17.7,11.1,65,29,
2014,7,9,9,18.1,11.5,65,19,
2014,7,9,10,19.3,11.4,60,21,
2014,7,9,11,19.6,11.2,58,24,
2014,7,9,12,19.7,10.5,55,26,
2014,7,9,13,20,11.1,56,18,
2014,7,9,14,22,11.8,52,16,
2014,7,9,15,21.6,10.3,48,24,
2014,7,9,16,20.6,10,50,18,
2014,7,9,17,21,9.7,48,22,
2014,7,9,18,20.4,10.1,51,23,
2014,7,9,19,19.9,8.7,48,27,
2014,7,9,20,18.8,9.7,55,20,
2014,7,9,21,17.9,9.9,59,17,
2014,7,9,22,17.1,9.6,61,16,
2014,7,9,23,15.8,9.5,66,13,
2014,7,10,0,15.1,9.1,67,12,
2014,7,10,1,14.5,9.4,71,13,
2014,7,10,2,13.8,9.5,75,10,
2014,7,10,3,13,8.7,75,6,
2014,7,10,4,12.4,8.3,76,1,
2014,7,10,5,12.8,7.7,71,14,
2014,7,10,6,13.7,8.4,70,9,
2014,7,10,7,15.8,8.8,63,11,
2014,7,10,8,17.2,9.7,61,11,
2014,7,10,9,18.7,9.9,56,6,
2014,7,10,10,20.2,9.9,51,8,
2014,7,10,11,20.1,9.8,51,13,
2014,7,10,12,20.4,10.1,51,13,
2014,7,10,13,19.6,9,50,14,
2014,7,10,14,20.3,9.4,49,11,
2014,7,10,15,19.9,9,49,10,
2014,7,10,16,20.2,9.3,49,7,
2014,7,10,17,20.3,9.4,49,6,
2014,7,10,18,21.2,9.3,46,8,
2014,7,10,19,19.9,9.3,50,9,
2014,7,10,20,18,8.7,54,8,
2014,7,10,21,17.2,10.4,64,8,
2014,7,10,22,17.4,9.6,60,5,
2014,7,10,23,16.6,10.1,65,2,
2014,7,11,0,16.2,9.5,64,1,
2014,7,11,1,15.1,9.5,69,3,
2014,7,11,2,15,10.1,72,7,
2014,7,11,3,14.3,10,75,3,
2014,7,11,4,13.8,10.4,80,7,
2014,7,11,5,13.1,10.1,82,11,
2014,7,11,6,15.1,11,76,7,
2014,7,11,7,17.3,11.4,68,8,
2014,7,11,8,19.3,11.7,61,4,
2014,7,11,9,21.5,11.9,54,3,
2014,7,11,10,22.1,12.5,54,19,
2014,7,11,11,22.7,11.3,48,14,
2014,7,11,12,23.1,11.7,48,16,
2014,7,11,13,23.1,10.4,44,18,
2014,7,11,14,23.9,10.8,43,15,
2014,7,11,15,23.8,10.3,42,19,
2014,7,11,16,23.8,11.3,45,13,
2014,7,11,17,24.4,11.9,45,12,
2014,7,11,18,23.7,10.9,44,12,
2014,7,11,19,22.1,10.4,47,15,
2014,7,11,20,20,12.4,61,10,
2014,7,11,21,19.5,14,70,8,
2014,7,11,22,19.3,14.6,74,7,
2014,7,11,23,18.8,14.5,76,5,
2014,7,12,0,18.9,14.2,74,5,
2014,7,12,1,18,13.4,74,8,
2014,7,12,2,18.3,13,71,3,
2014,7,12,3,16.8,13.2,79,5,
2014,7,12,4,17.4,12.8,74,4,
2014,7,12,5,17.3,12.7,74,1,
2014,7,12,6,17.6,12.8,73,3,
2014,7,12,7,19.6,13.4,67,5,
2014,7,12,8,21.2,14.7,66,9,
2014,7,12,9,22.3,15.3,64,10,
2014,7,12,10,24,15.1,57,10,
2014,7,12,11,24.6,15.1,55,12,
2014,7,12,12,25.5,15.7,54,17,
2014,7,12,13,26,15.6,52,19,
2014,7,12,14,26.6,15.2,49,19,
2014,7,12,15,27,15.3,48,16,
2014,7,12,16,26.9,14.5,46,21,
2014,7,12,17,27.3,15.2,47,17,
2014,7,12,18,27.1,14.4,45,18,
2014,7,12,19,26.4,14.7,48,12,
2014,7,12,20,25.7,15,51,12,
2014,7,12,21,24,15.9,60,10,
2014,7,12,22,23.5,16.2,63,11,
2014,7,12,23,23.1,15.8,63,12,
2014,7,13,0,22.6,16,66,7,
2014,7,13,1,22.3,16.2,68,9,
2014,7,13,2,21.8,17.3,75,5,
2014,7,13,3,21.2,17.3,78,12,
2014,7,13,4,20.8,18.2,85,10,
2014,7,13,5,23,19.2,79,20,
2014,7,13,6,21.7,20.2,91,18,
2014,7,13,7,22.2,20.3,89,19,
2014,7,13,8,22.7,20.3,86,21,
2014,7,13,9,24.4,21,81,32,
2014,7,13,10,23.8,20.6,82,34,
2014,7,13,11,25.5,20.4,73,32,
2014,7,13,12,26.4,19.4,65,32,
2014,7,13,13,27.5,18.9,59,23,
2014,7,13,14,28.4,17.5,51,29,
2014,7,13,15,28.3,17.7,52,31,
2014,7,13,16,28.7,16.5,47,27,
2014,7,13,17,27.6,15.2,46,24,
2014,7,13,18,27,15.6,49,28,
2014,7,13,19,25.5,14.5,50,25,
2014,7,13,20,23.6,14.7,57,14,
2014,7,13,21,23.1,15,60,13,
2014,7,13,22,22.9,15.8,64,15,
2014,7,13,23,19.5,14.6,73,27,
2014,7,14,0,19.2,13.7,70,23,
2014,7,14,1,18.9,14,73,15,
2014,7,14,2,18.5,9.4,55,18,
2014,7,14,3,17.4,9.6,60,11,
2014,7,14,4,17.5,9.7,60,3,
2014,7,14,5,17.4,9.6,60,4,
2014,7,14,6,18,9.2,56,6,
2014,7,14,7,19,8.8,51,8,
2014,7,14,8,19.3,8.4,49,9,
2014,7,14,9,19.2,9.5,53,8,
2014,7,14,10,20.3,10.5,53,11,
2014,7,14,11,21.4,9.1,45,8,
2014,7,14,12,21.7,8.7,43,10,
2014,7,14,13,21.6,9.3,45,11,
2014,7,14,14,22.1,8,40,11,
2014,7,14,15,22.2,9.5,44,11,
2014,7,14,16,22.4,11.6,50,13,
2014,7,14,17,20.7,6.8,40,15,
2014,7,14,18,20.9,7.3,41,13,
2014,7,14,19,20.6,7.7,43,9,
2014,7,14,20,19.7,8.2,47,6,
2014,7,14,21,19.2,7.4,46,5,
2014,7,14,22,18.5,7.1,47,6,
2014,7,14,23,18.4,7.9,50,6,
2014,7,15,0,18.4,9,54,8,
2014,7,15,1,17.8,10.3,61,3,
2014,7,15,2,16.5,12.3,76,11,
2014,7,15,3,16.9,12.1,73,8,
2014,7,15,4,15.5,13.7,89,5,
2014,7,15,5,15.6,13.8,89,10,
2014,7,15,6,16.1,14.3,89,7,
2014,7,15,7,16.2,14.8,91,5,
2014,7,15,8,17,15.2,89,9,
2014,7,15,9,19.1,16.4,84,18,
2014,7,15,10,19.2,16.8,86,14,
2014,7,15,11,21,17.5,80,9,
2014,7,15,12,22.8,16,65,22,
2014,7,15,13,22.9,13.8,56,29,
2014,7,15,14,24,13.1,50,31,
2014,7,15,15,24.3,11.1,43,32,
2014,7,15,16,24.1,10.2,41,29,
2014,7,15,17,20.4,10.1,51,40,
2014,7,15,18,20.8,10.1,50,23,
2014,7,15,19,19.9,10.4,54,24,
2014,7,15,20,18.6,9.5,55,27,
2014,7,15,21,17,10.7,66,18,
2014,7,15,22,16.6,11,69,23,
2014,7,15,23,15.5,10.5,72,20,
2014,7,16,0,14.9,11,77,22,
2014,7,16,1,13.9,11.1,83,16,
2014,7,16,2,13.2,10.8,85,9,
2014,7,16,3,13.6,10.6,82,6,
2014,7,16,4,14.3,11.5,83,7,
2014,7,16,5,14.6,11.8,83,9,
2014,7,16,6,14.8,11.6,81,14,
2014,7,16,7,15.7,11.3,75,19,
2014,7,16,8,17.3,11.2,67,19,
2014,7,16,9,17,10.9,67,20,
2014,7,16,10,19.2,11.6,61,21,
2014,7,16,11,19.5,11.6,60,9,
2014,7,16,12,20.2,11.5,57,25,
2014,7,16,13,20,12.1,60,22,
2014,7,16,14,21.3,12,55,12,
2014,7,16,15,18,15.1,83,23,
2014,7,16,16,20.3,11.1,55,19,
2014,7,16,17,19.6,11.2,58,25,
2014,7,16,18,19.3,12.2,63,19,
2014,7,16,19,19,11.9,63,20,
2014,7,16,20,18.8,10.5,58,19,
2014,7,16,21,17.8,11,64,15,
2014,7,16,22,16,11,72,12,
2014,7,16,23,15.3,10.7,74,13,
2014,7,17,0,14.2,8.4,68,14,
2014,7,17,1,12.2,7.9,75,11,
2014,7,17,2,12.9,8.2,73,14,
2014,7,17,3,11.8,8.3,79,5,
2014,7,17,4,11.4,8.1,80,8,
2014,7,17,5,11.4,7.7,78,8,
2014,7,17,6,13.3,8.6,73,5,
2014,7,17,7,15.8,10.2,69,5,
2014,7,17,8,18.8,9.9,56,12,
2014,7,17,9,20,9.7,51,9,
2014,7,17,10,20.9,8.7,45,7,
2014,7,17,11,22,9.7,45,12,
2014,7,17,12,19.4,10.2,55,21,
2014,7,17,13,21.6,11.5,52,15,
2014,7,17,14,20.4,11.7,57,12,
2014,7,17,15,21.5,11.7,53,11,
2014,7,17,16,23.2,8.3,38,22,
2014,7,17,17,23.5,7.8,36,22,
2014,7,17,18,22.2,8.1,40,23,
2014,7,17,19,21.7,8,41,22,
2014,7,17,20,19.9,8.1,46,16,
2014,7,17,21,18.8,8.9,52,12,
2014,7,17,22,17.8,9.5,58,13,
2014,7,17,23,15.6,9.6,67,9,
2014,7,18,0,14.5,9.4,71,7,
2014,7,18,1,14.6,9.2,70,8,
2014,7,18,2,13.9,9.2,73,8,
2014,7,18,3,13.6,9.1,74,9,
2014,7,18,4,13.7,9,73,5,
2014,7,18,5,13.4,8.7,73,5,
2014,7,18,6,14.4,8.6,68,9,
2014,7,18,7,16.1,9.4,64,5,
2014,7,18,8,18.6,9.8,56,4,
2014,7,18,9,21.5,8.9,44,5,
2014,7,18,10,22.4,8.7,41,2,
2014,7,18,11,23.9,7.7,35,7,
2014,7,18,12,24.2,8,35,13,
2014,7,18,13,23.7,7.5,35,18,
2014,7,18,14,23.4,6,32,23,
2014,7,18,15,23.2,5.8,32,22,
2014,7,18,16,23.5,5.6,31,20,
2014,7,18,17,23.5,5.1,30,12,
2014,7,18,18,22.9,4.6,30,16,
2014,7,18,19,22,3.8,30,14,
2014,7,18,20,20.2,5.2,37,8,
2014,7,18,21,19.7,8.2,47,7,
2014,7,18,22,19.2,9.5,53,7,
2014,7,18,23,18.8,10.2,57,5,
2014,7,19,0,18.7,9.3,54,7,
2014,7,19,1,18.2,10.9,62,4,
2014,7,19,2,16.9,11,68,8,
2014,7,19,3,17.2,11.8,70,5,
2014,7,19,4,16.7,11.7,72,9,
2014,7,19,5,16.3,11.9,75,8,
2014,7,19,6,17.2,12,71,7,
2014,7,19,7,17.5,11.6,68,11,
2014,7,19,8,18.8,12.2,65,8,
2014,7,19,9,19.6,12.7,64,11,
2014,7,19,10,21.1,14.1,64,15,
2014,7,19,11,21.1,14.1,64,14,
2014,7,19,12,20.8,15.7,72,10,
2014,7,19,13,19.8,16.3,80,14,
2014,7,19,14,19.6,17.4,87,11,
2014,7,19,15,19.2,17.6,90,11,
2014,7,19,16,19.2,17.4,89,14,
2014,7,19,17,18.5,17.4,93,14,
